"동별","구분별","항목","단위","2024. 1/4","2024. 2/4",
"증산동","65세이상 인구","고령자현황(동별)","","3769","3721",
"증산동","남자","고령자현황(동별)","","1713","1696",
"증산동","여자","고령자현황(동별)","","2056","2025",
"증산동","내국인","고령자현황(동별)","","3758","3711",
"증산동","남자","고령자현황(동별)","","1705","1689",
"증산동","여자","고령자현황(동별)","","2053","2022",
"증산동","등록외국인","고령자현황(동별)","","11","10",
"증산동","남자","고령자현황(동별)","","8","7",
"증산동","여자","고령자현황(동별)","","3","3",
"수색동","전체인구","고령자현황(동별)","","20915","21151",
"수색동","남자","고령자현황(동별)","","10134","10205",
"수색동","여자","고령자현황(동별)","","10781","10946",
"수색동","65세이상 인구","고령자현황(동별)","","3155","3285",
"수색동","남자","고령자현황(동별)","","1353","1393",
"수색동","여자","고령자현황(동별)","","1802","1892",
"수색동","내국인","고령자현황(동별)","","3149","3279",
"수색동","남자","고령자현황(동별)","","1349","1389",
"수색동","여자","고령자현황(동별)","","1800","1890",
"수색동","등록외국인","고령자현황(동별)","","6","6",
"수색동","남자","고령자현황(동별)","","4","4",
"수색동","여자","고령자현황(동별)","","2","2",
"진관동","전체인구","고령자현황(동별)","","54253","54044",
"진관동","남자","고령자현황(동별)","","25156","25020",
"진관동","여자","고령자현황(동별)","","29097","29024",
"진관동","65세이상 인구","고령자현황(동별)","","9301","9388",
"진관동","남자","고령자현황(동별)","","4085","4131",
"진관동","여자","고령자현황(동별)","","5216","5257",
"진관동","내국인","고령자현황(동별)","","9288","9376",
"진관동","남자","고령자현황(동별)","","4077","4124",
"진관동","여자","고령자현황(동별)","","5211","5252",
"진관동","등록외국인","고령자현황(동별)","","13","12",
"진관동","남자","고령자현황(동별)","","8","7",
"진관동","여자","고령자현황(동별)","","5","5",
"불광2동","전체인구","고령자현황(동별)","","26963","26904",
"불광2동","남자","고령자현황(동별)","","12949","12934",
"불광2동","여자","고령자현황(동별)","","14014","13970",
"불광2동","65세이상 인구","고령자현황(동별)","","6546","6589",
"불광2동","남자","고령자현황(동별)","","2847","2878",
"불광2동","여자","고령자현황(동별)","","3699","3711",
"불광2동","내국인","고령자현황(동별)","","6527","6571",
"불광2동","남자","고령자현황(동별)","","2838","2869",
"불광2동","여자","고령자현황(동별)","","3689","3702",
"불광2동","등록외국인","고령자현황(동별)","","19","18",
"불광2동","남자","고령자현황(동별)","","9","9",
"불광2동","여자","고령자현황(동별)","","10","9",
"응암3동","전체인구","고령자현황(동별)","","23791","23759",
"응암3동","남자","고령자현황(동별)","","11408","11426",
"응암3동","여자","고령자현황(동별)","","12383","12333",
"응암3동","65세이상 인구","고령자현황(동별)","","6053","6112",
"응암3동","남자","고령자현황(동별)","","2511","2546",
"응암3동","여자","고령자현황(동별)","","3542","3566",
"응암3동","내국인","고령자현황(동별)","","6039","6098",
"응암3동","남자","고령자현황(동별)","","2506","2541",
"응암3동","여자","고령자현황(동별)","","3533","3557",
"응암3동","등록외국인","고령자현황(동별)","","14","14",
"응암3동","남자","고령자현황(동별)","","5","5",
"응암3동","여자","고령자현황(동별)","","9","9",
"역촌동","전체인구","고령자현황(동별)","","44114","43990",
"역촌동","남자","고령자현황(동별)","","20587","20550",
"역촌동","여자","고령자현황(동별)","","23527","23440",
"역촌동","65세이상 인구","고령자현황(동별)","","9342","9442",
"역촌동","남자","고령자현황(동별)","","3932","3996",
"역촌동","여자","고령자현황(동별)","","5410","5446",
"역촌동","내국인","고령자현황(동별)","","9318","9421",
"역촌동","남자","고령자현황(동별)","","3920","3986",
"역촌동","여자","고령자현황(동별)","","5398","5435",
"역촌동","등록외국인","고령자현황(동별)","","24","21",
"역촌동","남자","고령자현황(동별)","","12","10",
"역촌동","여자","고령자현황(동별)","","12","11",
"서대문구","전체인구","고령자현황(동별)","","320378","320010",
"서대문구","남자","고령자현황(동별)","","149598","149129",
"서대문구","여자","고령자현황(동별)","","170780","170881",
"서대문구","65세이상 인구","고령자현황(동별)","","58797","59275",
"서대문구","남자","고령자현황(동별)","","25185","25409",
"서대문구","여자","고령자현황(동별)","","33612","33866",
"서대문구","내국인","고령자현황(동별)","","58219","58710",
"서대문구","남자","고령자현황(동별)","","24892","25124",
"서대문구","여자","고령자현황(동별)","","33327","33586",
"서대문구","등록외국인","고령자현황(동별)","","578","565",
"서대문구","남자","고령자현황(동별)","","293","285",
"서대문구","여자","고령자현황(동별)","","285","280",
"천연동","전체인구","고령자현황(동별)","","16688","16731",
"천연동","남자","고령자현황(동별)","","7868","7888",
"천연동","여자","고령자현황(동별)","","8820","8843",
"천연동","65세이상 인구","고령자현황(동별)","","3415","3439",
"천연동","남자","고령자현황(동별)","","1405","1423",
"천연동","여자","고령자현황(동별)","","2010","2016",
"천연동","내국인","고령자현황(동별)","","3398","3423",
"천연동","남자","고령자현황(동별)","","1397","1415",
"천연동","여자","고령자현황(동별)","","2001","2008",
"천연동","등록외국인","고령자현황(동별)","","17","16",
"천연동","남자","고령자현황(동별)","","8","8",
"천연동","여자","고령자현황(동별)","","9","8",
"홍제1동","전체인구","고령자현황(동별)","","24893","24852",
"홍제1동","남자","고령자현황(동별)","","11628","11615",
"홍제1동","여자","고령자현황(동별)","","13265","13237",
"홍제1동","65세이상 인구","고령자현황(동별)","","5132","5172",
"홍제1동","남자","고령자현황(동별)","","2196","2210",
"홍제1동","여자","고령자현황(동별)","","2936","2962",
"홍제1동","내국인","고령자현황(동별)","","5096","5137",
"홍제1동","남자","고령자현황(동별)","","2178","2193",
"홍제1동","여자","고령자현황(동별)","","2918","2944",
"홍제1동","등록외국인","고령자현황(동별)","","36","35",
"홍제1동","남자","고령자현황(동별)","","18","17",
"홍제1동","여자","고령자현황(동별)","","18","18",
"홍제3동","전체인구","고령자현황(동별)","","17741","17718",
"홍제3동","남자","고령자현황(동별)","","8473","8462",
"홍제3동","여자","고령자현황(동별)","","9268","9256",
"홍제3동","65세이상 인구","고령자현황(동별)","","4129","4156",
"홍제3동","남자","고령자현황(동별)","","1733","1744",
"홍제3동","여자","고령자현황(동별)","","2396","2412",
"홍제3동","내국인","고령자현황(동별)","","4114","4141",
"홍제3동","남자","고령자현황(동별)","","1725","1736",
"홍제3동","여자","고령자현황(동별)","","2389","2405",
"홍제3동","등록외국인","고령자현황(동별)","","15","15",
"홍제3동","남자","고령자현황(동별)","","8","8",
"홍제3동","여자","고령자현황(동별)","","7","7",
"홍제2동","전체인구","고령자현황(동별)","","13282","13224",
"홍제2동","남자","고령자현황(동별)","","6229","6177",
"홍제2동","여자","고령자현황(동별)","","7053","7047",
"홍제2동","65세이상 인구","고령자현황(동별)","","2944","2959",
"홍제2동","남자","고령자현황(동별)","","1230","1235",
"홍제2동","여자","고령자현황(동별)","","1714","1724",
"홍제2동","내국인","고령자현황(동별)","","2931","2947",
"홍제2동","남자","고령자현황(동별)","","1224","1229",
"홍제2동","여자","고령자현황(동별)","","1707","1718",
"홍제2동","등록외국인","고령자현황(동별)","","13","12",
"홍제2동","남자","고령자현황(동별)","","6","6",
"홍제2동","여자","고령자현황(동별)","","7","6",
"홍은1동","전체인구","고령자현황(동별)","","22383","22340",
"홍은1동","남자","고령자현황(동별)","","10759","10728",
"홍은1동","여자","고령자현황(동별)","","11624","11612",
"홍은1동","65세이상 인구","고령자현황(동별)","","4888","4951",
"홍은1동","남자","고령자현황(동별)","","2117","2149",
"홍은1동","여자","고령자현황(동별)","","2771","2802",
"홍은1동","내국인","고령자현황(동별)","","4875","4938",
"홍은1동","남자","고령자현황(동별)","","2109","2142",
"홍은1동","여자","고령자현황(동별)","","2766","2796",
"홍은1동","등록외국인","고령자현황(동별)","","13","13",
"홍은1동","남자","고령자현황(동별)","","8","7",
"홍은1동","여자","고령자현황(동별)","","5","6",
"홍은2동","전체인구","고령자현황(동별)","","29310","29247",
"홍은2동","남자","고령자현황(동별)","","13939","13885",
"홍은2동","여자","고령자현황(동별)","","15371","15362",
"홍은2동","65세이상 인구","고령자현황(동별)","","5721","5782",
"홍은2동","남자","고령자현황(동별)","","2428","2462",
"홍은2동","여자","고령자현황(동별)","","3293","3320",
"홍은2동","내국인","고령자현황(동별)","","5671","5734",
"홍은2동","남자","고령자현황(동별)","","2401","2437",
"홍은2동","여자","고령자현황(동별)","","3270","3297",
"홍은2동","등록외국인","고령자현황(동별)","","50","48",
"홍은2동","남자","고령자현황(동별)","","27","25",
"홍은2동","여자","고령자현황(동별)","","23","23",
"남가좌1동","전체인구","고령자현황(동별)","","16912","16929",
"남가좌1동","남자","고령자현황(동별)","","8083","8088",
"남가좌1동","여자","고령자현황(동별)","","8829","8841",
"남가좌1동","65세이상 인구","고령자현황(동별)","","2389","2415",
"남가좌1동","남자","고령자현황(동별)","","1018","1040",
"남가좌1동","여자","고령자현황(동별)","","1371","1375",
"남가좌1동","내국인","고령자현황(동별)","","2363","2389",
"남가좌1동","남자","고령자현황(동별)","","1006","1028",
"남가좌1동","여자","고령자현황(동별)","","1357","1361",
"남가좌1동","등록외국인","고령자현황(동별)","","26","26",
"남가좌1동","남자","고령자현황(동별)","","12","12",
"남가좌1동","여자","고령자현황(동별)","","14","14",
"남가좌2동","전체인구","고령자현황(동별)","","30341","30374",
"남가좌2동","남자","고령자현황(동별)","","14377","14352",
"남가좌2동","여자","고령자현황(동별)","","15964","16022",
"남가좌2동","65세이상 인구","고령자현황(동별)","","5261","5298",
"남가좌2동","남자","고령자현황(동별)","","2247","2262",
"남가좌2동","여자","고령자현황(동별)","","3014","3036",
"남가좌2동","내국인","고령자현황(동별)","","5230","5265",
"남가좌2동","남자","고령자현황(동별)","","2231","2245",
"남가좌2동","여자","고령자현황(동별)","","2999","3020",
"남가좌2동","등록외국인","고령자현황(동별)","","31","33",
"남가좌2동","남자","고령자현황(동별)","","16","17",
"남가좌2동","여자","고령자현황(동별)","","15","16",
"북가좌1동","전체인구","고령자현황(동별)","","17610","17587",
"북가좌1동","남자","고령자현황(동별)","","8399","8381",
"북가좌1동","여자","고령자현황(동별)","","9211","9206",
"북가좌1동","65세이상 인구","고령자현황(동별)","","3262","3289",
"북가좌1동","남자","고령자현황(동별)","","1410","1420",
"북가좌1동","여자","고령자현황(동별)","","1852","1869",
"북가좌1동","내국인","고령자현황(동별)","","3251","3278",
"북가좌1동","남자","고령자현황(동별)","","1405","1415",
"북가좌1동","여자","고령자현황(동별)","","1846","1863",
"북가좌1동","등록외국인","고령자현황(동별)","","11","11",
"북가좌1동","남자","고령자현황(동별)","","5","5",
"북가좌1동","여자","고령자현황(동별)","","6","6",
"북가좌2동","전체인구","고령자현황(동별)","","30950","30773",
"북가좌2동","남자","고령자현황(동별)","","14932","14830",
"북가좌2동","여자","고령자현황(동별)","","16018","15943",
"북가좌2동","65세이상 인구","고령자현황(동별)","","6893","6952",
"북가좌2동","남자","고령자현황(동별)","","3017","3039",
"북가좌2동","여자","고령자현황(동별)","","3876","3913",
"북가좌2동","내국인","고령자현황(동별)","","6865","6924",
"북가좌2동","남자","고령자현황(동별)","","3006","3028",
"북가좌2동","여자","고령자현황(동별)","","3859","3896",
"북가좌2동","등록외국인","고령자현황(동별)","","28","28",
"북가좌2동","남자","고령자현황(동별)","","11","11",
"북가좌2동","여자","고령자현황(동별)","","17","17",
"충현동","전체인구","고령자현황(동별)","","20151","20073",
"충현동","남자","고령자현황(동별)","","9687","9664",
"충현동","여자","고령자현황(동별)","","10464","10409",
"충현동","65세이상 인구","고령자현황(동별)","","3634","3670",
"충현동","남자","고령자현황(동별)","","1625","1632",
"충현동","여자","고령자현황(동별)","","2009","2038",
"충현동","내국인","고령자현황(동별)","","3624","3660",
"충현동","남자","고령자현황(동별)","","1621","1628",
"충현동","여자","고령자현황(동별)","","2003","2032",
"충현동","등록외국인","고령자현황(동별)","","10","10",
"충현동","남자","고령자현황(동별)","","4","4",
"충현동","여자","고령자현황(동별)","","6","6",
"북아현동","전체인구","고령자현황(동별)","","15816","15817",
"북아현동","남자","고령자현황(동별)","","7544","7554",
"북아현동","여자","고령자현황(동별)","","8272","8263",
"북아현동","65세이상 인구","고령자현황(동별)","","2457","2471",
"북아현동","남자","고령자현황(동별)","","1046","1066",
"북아현동","여자","고령자현황(동별)","","1411","1405",
"북아현동","내국인","고령자현황(동별)","","2436","2451",
"북아현동","남자","고령자현황(동별)","","1035","1056",
"북아현동","여자","고령자현황(동별)","","1401","1395",
"북아현동","등록외국인","고령자현황(동별)","","21","20",
"북아현동","남자","고령자현황(동별)","","11","10",
"북아현동","여자","고령자현황(동별)","","10","10",
"신촌동","전체인구","고령자현황(동별)","","27079","27212",
"신촌동","남자","고령자현황(동별)","","10215","10150",
"신촌동","여자","고령자현황(동별)","","16864","17062",
"신촌동","65세이상 인구","고령자현황(동별)","","2210","2216",
"신촌동","남자","고령자현황(동별)","","945","944",
"신촌동","여자","고령자현황(동별)","","1265","1272",
"신촌동","내국인","고령자현황(동별)","","2174","2184",
"신촌동","남자","고령자현황(동별)","","924","923",
"신촌동","여자","고령자현황(동별)","","1250","1261",
"신촌동","등록외국인","고령자현황(동별)","","36","32",
"신촌동","남자","고령자현황(동별)","","21","21",
"신촌동","여자","고령자현황(동별)","","15","11",
"연희동","전체인구","고령자현황(동별)","","37222","37133",
"연희동","남자","고령자현황(동별)","","17465","17355",
"연희동","여자","고령자현황(동별)","","19757","19778",
"연희동","65세이상 인구","고령자현황(동별)","","6462","6505",
"연희동","남자","고령자현황(동별)","","2768","2783",
"연희동","여자","고령자현황(동별)","","3694","3722",
"연희동","내국인","고령자현황(동별)","","6191","6239",
"연희동","남자","고령자현황(동별)","","2630","2649",
"연희동","여자","고령자현황(동별)","","3561","3590",
"연희동","등록외국인","고령자현황(동별)","","271","266",
"연희동","남자","고령자현황(동별)","","138","134",
"연희동","여자","고령자현황(동별)","","133","132",
"마포구","전체인구","고령자현황(동별)","","374962","373980",
"마포구","남자","고령자현황(동별)","","173740","173121",
"마포구","여자","고령자현황(동별)","","201222","200859",
"마포구","65세이상 인구","고령자현황(동별)","","58592","59004",
"마포구","남자","고령자현황(동별)","","24648","24865",
"마포구","여자","고령자현황(동별)","","33944","34139",
"마포구","내국인","고령자현황(동별)","","58164","58599",
"마포구","남자","고령자현황(동별)","","24441","24668",
"마포구","여자","고령자현황(동별)","","33723","33931",
"마포구","등록외국인","고령자현황(동별)","","428","405",
"마포구","남자","고령자현황(동별)","","207","197",
"마포구","여자","고령자현황(동별)","","221","208",
"용강동","전체인구","고령자현황(동별)","","21655","21692",
"용강동","남자","고령자현황(동별)","","10211","10198",
"용강동","여자","고령자현황(동별)","","11444","11494",
"용강동","65세이상 인구","고령자현황(동별)","","3164","3221",
"용강동","남자","고령자현황(동별)","","1341","1367",
"용강동","여자","고령자현황(동별)","","1823","1854",
"용강동","내국인","고령자현황(동별)","","3141","3198",
"용강동","남자","고령자현황(동별)","","1331","1357",
"용강동","여자","고령자현황(동별)","","1810","1841",
"용강동","등록외국인","고령자현황(동별)","","23","23",
"용강동","남자","고령자현황(동별)","","10","10",
"용강동","여자","고령자현황(동별)","","13","13",
"대흥동","전체인구","고령자현황(동별)","","16328","16125",
"대흥동","남자","고령자현황(동별)","","7580","7463",
"대흥동","여자","고령자현황(동별)","","8748","8662",
"대흥동","65세이상 인구","고령자현황(동별)","","2030","2032",
"대흥동","남자","고령자현황(동별)","","860","873",
"대흥동","여자","고령자현황(동별)","","1170","1159",
"대흥동","내국인","고령자현황(동별)","","2013","2017",
"대흥동","남자","고령자현황(동별)","","852","866",
"대흥동","여자","고령자현황(동별)","","1161","1151",
"대흥동","등록외국인","고령자현황(동별)","","17","15",
"대흥동","남자","고령자현황(동별)","","8","7",
"대흥동","여자","고령자현황(동별)","","9","8",
"염리동","전체인구","고령자현황(동별)","","17772","17721",
"염리동","남자","고령자현황(동별)","","8253","8240",
"염리동","여자","고령자현황(동별)","","9519","9481",
"염리동","65세이상 인구","고령자현황(동별)","","2174","2215",
"염리동","남자","고령자현황(동별)","","899","921",
"염리동","여자","고령자현황(동별)","","1275","1294",
"염리동","내국인","고령자현황(동별)","","2158","2201",
"염리동","남자","고령자현황(동별)","","890","913",
"염리동","여자","고령자현황(동별)","","1268","1288",
"염리동","등록외국인","고령자현황(동별)","","16","14",
"염리동","남자","고령자현황(동별)","","9","8",
"염리동","여자","고령자현황(동별)","","7","6",
"신수동","전체인구","고령자현황(동별)","","22543","22591",
"신수동","남자","고령자현황(동별)","","10960","10977",
"신수동","여자","고령자현황(동별)","","11583","11614",
"신수동","65세이상 인구","고령자현황(동별)","","3559","3600",
"신수동","남자","고령자현황(동별)","","1542","1561",
"신수동","여자","고령자현황(동별)","","2017","2039",
"신수동","내국인","고령자현황(동별)","","3550","3592",
"신수동","남자","고령자현황(동별)","","1538","1557",
"신수동","여자","고령자현황(동별)","","2012","2035",
"신수동","등록외국인","고령자현황(동별)","","9","8",
"신수동","남자","고령자현황(동별)","","4","4",
"신수동","여자","고령자현황(동별)","","5","4",
"서교동","전체인구","고령자현황(동별)","","26303","26100",
"서교동","남자","고령자현황(동별)","","11677","11588",
"서교동","여자","고령자현황(동별)","","14626","14512",
"서교동","65세이상 인구","고령자현황(동별)","","3468","3460",
"서교동","남자","고령자현황(동별)","","1474","1477",
"서교동","여자","고령자현황(동별)","","1994","1983",
"서교동","내국인","고령자현황(동별)","","3434","3426",
"서교동","남자","고령자현황(동별)","","1458","1459",
"서교동","여자","고령자현황(동별)","","1976","1967",
"서교동","등록외국인","고령자현황(동별)","","34","34",
"서교동","남자","고령자현황(동별)","","16","18",
"서교동","여자","고령자현황(동별)","","18","16",
"합정동","전체인구","고령자현황(동별)","","16543","16491",
"합정동","남자","고령자현황(동별)","","7580","7558",
"합정동","여자","고령자현황(동별)","","8963","8933",
"합정동","65세이상 인구","고령자현황(동별)","","2703","2720",
"합정동","남자","고령자현황(동별)","","1159","1169",
"합정동","여자","고령자현황(동별)","","1544","1551",
"합정동","내국인","고령자현황(동별)","","2691","2708",
"합정동","남자","고령자현황(동별)","","1152","1162",
"합정동","여자","고령자현황(동별)","","1539","1546",
"합정동","등록외국인","고령자현황(동별)","","12","12",
"합정동","남자","고령자현황(동별)","","7","7",
"합정동","여자","고령자현황(동별)","","5","5",
"망원1동","전체인구","고령자현황(동별)","","19399","19267",
"망원1동","남자","고령자현황(동별)","","8994","8893",
"망원1동","여자","고령자현황(동별)","","10405","10374",
"망원1동","65세이상 인구","고령자현황(동별)","","3577","3568",
"망원1동","남자","고령자현황(동별)","","1472","1467",
"망원1동","여자","고령자현황(동별)","","2105","2101",
"망원1동","내국인","고령자현황(동별)","","3554","3549",
"망원1동","남자","고령자현황(동별)","","1461","1457",
"망원1동","여자","고령자현황(동별)","","2093","2092",
"망원1동","등록외국인","고령자현황(동별)","","23","19",
"망원1동","남자","고령자현황(동별)","","11","10",
"망원1동","여자","고령자현황(동별)","","12","9",
"망원2동","전체인구","고령자현황(동별)","","17999","17899",
"망원2동","남자","고령자현황(동별)","","8330","8300",
"망원2동","여자","고령자현황(동별)","","9669","9599",
"망원2동","65세이상 인구","고령자현황(동별)","","3355","3357",
"망원2동","남자","고령자현황(동별)","","1399","1396",
"망원2동","여자","고령자현황(동별)","","1956","1961",
"망원2동","내국인","고령자현황(동별)","","3346","3348",
"망원2동","남자","고령자현황(동별)","","1393","1390",
"망원2동","여자","고령자현황(동별)","","1953","1958",
"망원2동","등록외국인","고령자현황(동별)","","9","9",
"망원2동","남자","고령자현황(동별)","","6","6",
"망원2동","여자","고령자현황(동별)","","3","3",
"연남동","전체인구","고령자현황(동별)","","15132","15106",
"연남동","남자","고령자현황(동별)","","6997","6982",
"연남동","여자","고령자현황(동별)","","8135","8124",
"연남동","65세이상 인구","고령자현황(동별)","","2523","2519",
"연남동","남자","고령자현황(동별)","","1070","1055",
"연남동","여자","고령자현황(동별)","","1453","1464",
"연남동","내국인","고령자현황(동별)","","2411","2409",
"연남동","남자","고령자현황(동별)","","1013","1000",
"연남동","여자","고령자현황(동별)","","1398","1409",
"연남동","등록외국인","고령자현황(동별)","","112","110",
"연남동","남자","고령자현황(동별)","","57","55",
"연남동","여자","고령자현황(동별)","","55","55",
"성산1동","전체인구","고령자현황(동별)","","18906","18811",
"성산1동","남자","고령자현황(동별)","","8764","8700",
"성산1동","여자","고령자현황(동별)","","10142","10111",
"성산1동","65세이상 인구","고령자현황(동별)","","3185","3201",
"성산1동","남자","고령자현황(동별)","","1320","1333",
"성산1동","여자","고령자현황(동별)","","1865","1868",
"성산1동","내국인","고령자현황(동별)","","3156","3173",
"성산1동","남자","고령자현황(동별)","","1307","1321",
"성산1동","여자","고령자현황(동별)","","1849","1852",
"성산1동","등록외국인","고령자현황(동별)","","29","28",
"성산1동","남자","고령자현황(동별)","","13","12",
"성산1동","여자","고령자현황(동별)","","16","16",
"성산2동","전체인구","고령자현황(동별)","","39156","39085",
"성산2동","남자","고령자현황(동별)","","17282","17239",
"성산2동","여자","고령자현황(동별)","","21874","21846",
"성산2동","65세이상 인구","고령자현황(동별)","","6674","6700",
"성산2동","남자","고령자현황(동별)","","2657","2675",
"성산2동","여자","고령자현황(동별)","","4017","4025",
"성산2동","내국인","고령자현황(동별)","","6658","6687",
"성산2동","남자","고령자현황(동별)","","2650","2669",
"성산2동","여자","고령자현황(동별)","","4008","4018",
"성산2동","등록외국인","고령자현황(동별)","","16","13",
"성산2동","남자","고령자현황(동별)","","7","6",
"성산2동","여자","고령자현황(동별)","","9","7",
"상암동","전체인구","고령자현황(동별)","","30403","30367",
"상암동","남자","고령자현황(동별)","","14254","14215",
"상암동","여자","고령자현황(동별)","","16149","16152",
"상암동","65세이상 인구","고령자현황(동별)","","4510","4563",
"상암동","남자","고령자현황(동별)","","1913","1940",
"상암동","여자","고령자현황(동별)","","2597","2623",
"상암동","내국인","고령자현황(동별)","","4489","4545",
"상암동","남자","고령자현황(동별)","","1901","1930",
"상암동","여자","고령자현황(동별)","","2588","2615",
"상암동","등록외국인","고령자현황(동별)","","21","18",
"상암동","남자","고령자현황(동별)","","12","10",
"상암동","여자","고령자현황(동별)","","9","8",
"도화동","전체인구","고령자현황(동별)","","20881","20898",
"도화동","남자","고령자현황(동별)","","9899","9902",
"도화동","여자","고령자현황(동별)","","10982","10996",
"도화동","65세이상 인구","고령자현황(동별)","","3993","4032",
"도화동","남자","고령자현황(동별)","","1695","1708",
"도화동","여자","고령자현황(동별)","","2298","2324",
"도화동","내국인","고령자현황(동별)","","3966","4005",
"도화동","남자","고령자현황(동별)","","1682","1695",
"도화동","여자","고령자현황(동별)","","2284","2310",
"도화동","등록외국인","고령자현황(동별)","","27","27",
"도화동","남자","고령자현황(동별)","","13","13",
"도화동","여자","고령자현황(동별)","","14","14",
"서강동","전체인구","고령자현황(동별)","","25454","25369",
"서강동","남자","고령자현황(동별)","","12008","11968",
"서강동","여자","고령자현황(동별)","","13446","13401",
"서강동","65세이상 인구","고령자현황(동별)","","3492","3548",
"서강동","남자","고령자현황(동별)","","1515","1539",
"서강동","여자","고령자현황(동별)","","1977","2009",
"서강동","내국인","고령자현황(동별)","","3478","3536",
"서강동","남자","고령자현황(동별)","","1509","1535",
"서강동","여자","고령자현황(동별)","","1969","2001",
"서강동","등록외국인","고령자현황(동별)","","14","12",
"서강동","남자","고령자현황(동별)","","6","4",
"서강동","여자","고령자현황(동별)","","8","8",
"공덕동","전체인구","고령자현황(동별)","","37038","36947",
"공덕동","남자","고령자현황(동별)","","17258","17199",
"공덕동","여자","고령자현황(동별)","","19780","19748",
"공덕동","65세이상 인구","고령자현황(동별)","","6414","6450",
"공덕동","남자","고령자현황(동별)","","2710","2739",
"공덕동","여자","고령자현황(동별)","","3704","3711",
"공덕동","내국인","고령자현황(동별)","","6379","6417",
"공덕동","남자","고령자현황(동별)","","2696","2725",
"공덕동","여자","고령자현황(동별)","","3683","3692",
"공덕동","등록외국인","고령자현황(동별)","","35","33",
"공덕동","남자","고령자현황(동별)","","14","14",
"공덕동","여자","고령자현황(동별)","","21","19",
"아현동","전체인구","고령자현황(동별)","","29450","29511",
"아현동","남자","고령자현황(동별)","","13693","13699",
"아현동","여자","고령자현황(동별)","","15757","15812",
"아현동","65세이상 인구","고령자현황(동별)","","3771","3818",
"아현동","남자","고령자현황(동별)","","1622","1645",
"아현동","여자","고령자현황(동별)","","2149","2173",
"아현동","내국인","고령자현황(동별)","","3740","3788",
"아현동","남자","고령자현황(동별)","","1608","1632",
"아현동","여자","고령자현황(동별)","","2132","2156",
"아현동","등록외국인","고령자현황(동별)","","31","30",
"아현동","남자","고령자현황(동별)","","14","13",
"아현동","여자","고령자현황(동별)","","17","17",
"양천구","전체인구","고령자현황(동별)","","437774","436595",
"양천구","남자","고령자현황(동별)","","213335","212591",
"양천구","여자","고령자현황(동별)","","224439","224004",
"양천구","65세이상 인구","고령자현황(동별)","","77423","78399",
"양천구","남자","고령자현황(동별)","","34744","35171",
"양천구","여자","고령자현황(동별)","","42679","43228",
"양천구","내국인","고령자현황(동별)","","77202","78177",
"양천구","남자","고령자현황(동별)","","34634","35060",
"양천구","여자","고령자현황(동별)","","42568","43117",
"양천구","등록외국인","고령자현황(동별)","","221","222",
"양천구","남자","고령자현황(동별)","","110","111",
"양천구","여자","고령자현황(동별)","","111","111",
"목1동","전체인구","고령자현황(동별)","","30349","30283",
"목1동","남자","고령자현황(동별)","","14588","14521",
"목1동","여자","고령자현황(동별)","","15761","15762",
"목1동","65세이상 인구","고령자현황(동별)","","3715","3771",
"목1동","남자","고령자현황(동별)","","1731","1757",
"목1동","여자","고령자현황(동별)","","1984","2014",
"목1동","내국인","고령자현황(동별)","","3703","3759",
"목1동","남자","고령자현황(동별)","","1727","1752",
"목1동","여자","고령자현황(동별)","","1976","2007",
"목1동","등록외국인","고령자현황(동별)","","12","12",
"목1동","남자","고령자현황(동별)","","4","5",
"목1동","여자","고령자현황(동별)","","8","7",
"목2동","전체인구","고령자현황(동별)","","28953","28893",
"목2동","남자","고령자현황(동별)","","13976","13933",
"목2동","여자","고령자현황(동별)","","14977","14960",
"목2동","65세이상 인구","고령자현황(동별)","","4729","4799",
"목2동","남자","고령자현황(동별)","","2127","2150",
"목2동","여자","고령자현황(동별)","","2602","2649",
"목2동","내국인","고령자현황(동별)","","4717","4788",
"목2동","남자","고령자현황(동별)","","2118","2142",
"목2동","여자","고령자현황(동별)","","2599","2646",
"목2동","등록외국인","고령자현황(동별)","","12","11",
"목2동","남자","고령자현황(동별)","","9","8",
"목2동","여자","고령자현황(동별)","","3","3",
"목3동","전체인구","고령자현황(동별)","","21363","21291",
"목3동","남자","고령자현황(동별)","","10106","10069",
"목3동","여자","고령자현황(동별)","","11257","11222",
"목3동","65세이상 인구","고령자현황(동별)","","3850","3913",
"목3동","남자","고령자현황(동별)","","1699","1734",
"목3동","여자","고령자현황(동별)","","2151","2179",
"목3동","내국인","고령자현황(동별)","","3842","3905",
"목3동","남자","고령자현황(동별)","","1694","1729",
"목3동","여자","고령자현황(동별)","","2148","2176",
"목3동","등록외국인","고령자현황(동별)","","8","8",
"목3동","남자","고령자현황(동별)","","5","5",
"목3동","여자","고령자현황(동별)","","3","3",
"목4동","전체인구","고령자현황(동별)","","24526","24398",
"목4동","남자","고령자현황(동별)","","11930","11859",
"목4동","여자","고령자현황(동별)","","12596","12539",
"목4동","65세이상 인구","고령자현황(동별)","","3607","3654",
"목4동","남자","고령자현황(동별)","","1561","1592",
"목4동","여자","고령자현황(동별)","","2046","2062",
"목4동","내국인","고령자현황(동별)","","3600","3648",
"목4동","남자","고령자현황(동별)","","1557","1589",
"목4동","여자","고령자현황(동별)","","2043","2059",
"목4동","등록외국인","고령자현황(동별)","","7","6",
"목4동","남자","고령자현황(동별)","","4","3",
"목4동","여자","고령자현황(동별)","","3","3",
